Santiago D,5,CI,154258005,alert-3645071/4d7fc63e-4534-4dae-850c-8188fed58083,False,238,1748887378000,10,False,1,2,1,0,156267798,HAZARD,4d7fc63e-4534-4dae-850c-8188fed58083
Santiago C,7,CI,204086666,alert-4400858/53210244-2ce2-46b0-8425-27cb7fa0a27b,True,188,1748899895000,6,False,1,0,3,0,294550536,JAM,53210244-2ce2-46b0-8425-27cb7fa0a27b
Santiago B,14,CI,148144948,alert-1711116244/7e11e0de-2492-48c5-97af-45005dd79627,False,73,1745326800000,10,False,1,0,2,0,148144856,HAZARD,7e11e0de-2492-48c5-97af-45005dd79627
Santiago B,2,CI,220360870,alert-4435805/c98dae35-ba8a-409d-87b7-e2f016c48263,False,147,1748900232000,7,False,10,4,2,0,163505853,JAM,c98dae35-ba8a-409d-87b7-e2f016c48263
Estación Central C,5,CI,317398374,alert-4376137/f90a1e8f-549b-46f8-8212-043968d3a68f,False,164,1748899677000,10,False,1,0,1,0,317398375,POLICE,f90a1e8f-549b-46f8-8212-043968d3a68f
Santiago B,7,CI,125002245,alert-4458438/3c245132-7951-4329-8113-af3cb77cb99e,False,165,1748899430000,8,False,1,1,2,0,125002282,JAM,3c245132-7951-4329-8113-af3cb77cb99e
Santiago C,10,CI,153055716,alert-1711400617/c662cbd0-719e-45d2-9687-294671831b60,False,255,1745326800000,10,False,1,0,2,0,148144911,HAZARD,c662cbd0-719e-45d2-9687-294671831b60
Santiago B,6,CI,153778278,alert-4375604/d653a02d-03d9-46a0-919e-e321aacba483,False,182,1748899403000,7,False,525,0,2,0,214176761,POLICE,d653a02d-03d9-46a0-919e-e321aacba483
Santiago B,7,CI,153778258,alert-4453466/d1a657e4-9daf-43b4-ace4-85a649359ed5,False,183,1748899364000,10,False,1,1,2,0,153778278,POLICE,d1a657e4-9daf-43b4-ace4-85a649359ed5
Santiago A,12,CI,272896022,alert-1711905538/7aa70c5c-e484-4356-8ea6-281d8644589f,False,253,1745326800000,10,False,1,0,2,0,272896018,HAZARD,7aa70c5c-e484-4356-8ea6-281d8644589f
Santiago B,3,CI,153778258,alert-4434418/9205965d-508e-46b1-8fbe-13c3001d2460,False,148,1748899490000,5,False,1,1,2,0,153778278,CHIT_CHAT,9205965d-508e-46b1-8fbe-13c3001d2460
Santiago C,5,CI,220360869,alert-4489731/7e053891-8985-4181-beb2-3169ea4541b1,False,95,1748900371000,5,False,1,0,2,0,220360870,JAM,7e053891-8985-4181-beb2-3169ea4541b1
Estación Central A,12,CI,151823274,alert-4269501/126dfb30-cf5c-46ca-9405-83349c2c13e1,False,238,1748897139000,10,False,1,5,2,0,156395568,HAZARD,126dfb30-cf5c-46ca-9405-83349c2c13e1
Santiago D,7,CI,231938240,alert-4462720/19c6718d-0bf5-47b6-9aa9-346d342038b7,False,251,1748899121000,10,False,1,0,2,0,209981793,POLICE,19c6718d-0bf5-47b6-9aa9-346d342038b7
Estación Central B,6,CI,155674398,alert-4518376/659abd5b-b848-4261-93aa-23e84ba884b0,False,270,1748900346000,6,False,1,3,2,0,156244461,HAZARD,659abd5b-b848-4261-93aa-23e84ba884b0
Santiago A,7,CI,272896018,alert-1711989771/7a4474ee-6493-42f6-80fe-00e94b92f28c,False,253,1745326800000,10,False,1,0,2,0,272896019,HAZARD,7a4474ee-6493-42f6-80fe-00e94b92f28c
Santiago D,10,CI,214840412,alert-1711830529/5b6f0c4a-4ad6-4d24-aa55-623b31a40341,False,253,1745326800000,10,False,1,0,2,0,148293505,HAZARD,5b6f0c4a-4ad6-4d24-aa55-623b31a40341
Santiago B,4,CI,218604559,alert-4335380/36ef4478-b52e-4f79-94dc-3af37f6c3096,False,256,1748898600000,10,False,1,2,2,0,153055714,POLICE,36ef4478-b52e-4f79-94dc-3af37f6c3096
Estación Central D,7,CI,155674309,alert-4387168/04f72744-0b51-420f-971f-9d67ae8fb369,False,269,1748900278000,5,False,1,3,2,0,155674398,JAM,04f72744-0b51-420f-971f-9d67ae8fb369
Santiago C,9,CI,148293648,alert-1711337841/69807e89-c7cf-46ea-b3a1-049e66796d6a,False,74,1745326800000,10,False,1,0,2,0,148688873,HAZARD,69807e89-c7cf-46ea-b3a1-049e66796d6a
Santiago C,4,CI,156780730,alert-4438428/e41522f6-3e85-4b90-a183-651272f0a4d6,False,281,1748899060000,9,False,1,3,2,0,153038358,POLICE,e41522f6-3e85-4b90-a183-651272f0a4d6
Santiago B,6,CI,155832592,alert-1711754371/d4559feb-625a-4402-9c47-dc66d187fed4,False,253,1745326800000,10,False,1,0,2,0,148293585,HAZARD,d4559feb-625a-4402-9c47-dc66d187fed4
Santiago A,4,CI,246051001,alert-4401268/cb628323-7e36-48dc-ad2f-794fa05c92b8,True,183,1748900131000,5,False,1,4,3,0,156467493,JAM,cb628323-7e36-48dc-ad2f-794fa05c92b8
Santiago C,9,CI,148293505,alert-1711865782/e0dfff30-0b3c-49e4-b065-b4fbb28f1c7d,False,253,1745326800000,10,False,1,0,2,0,272896022,HAZARD,e0dfff30-0b3c-49e4-b065-b4fbb28f1c7d
Santiago A,13,CI,112284607,alert-4404922/42dc4861-2c81-49b9-9996-068b60516e6a,False,3,1748899436000,10,False,11,3,2,0,112283726,HAZARD,42dc4861-2c81-49b9-9996-068b60516e6a
Santiago D,7,CI,155731500,alert-1712182269/974ba3cf-4cdf-4cbe-b640-637a3835e577,False,251,1745326800000,10,False,1,0,2,0,151144766,HAZARD,974ba3cf-4cdf-4cbe-b640-637a3835e577
Providencia A,14,CI,237467968,alert-16020100/f3ce21ce-5a61-4ce7-8d94-a800c7ecf03d,False,93,1746481200000,10,False,0,5,2,0,148225725,ROAD_CLOSED,f3ce21ce-5a61-4ce7-8d94-a800c7ecf03d
Estación Central C,7,CI,112296686,alert-4424973/db556eae-848e-42da-917e-2157f663c64f,False,158,1748899649000,8,False,1,1,2,0,112296676,JAM,db556eae-848e-42da-917e-2157f663c64f
Santiago D,9,CI,148144976,alert-1711766319/7f8ce6c6-6d95-4b92-941e-76e3eb3be715,False,254,1745326800000,10,False,1,0,2,0,156462999,HAZARD,7f8ce6c6-6d95-4b92-941e-76e3eb3be715
Providencia A,7,CI,285439864,alert-4387345/3885127f-9a55-467e-b3ee-8a7e18dc9bbc,False,247,1748900367000,5,False,1,3,2,0,125056726,JAM,3885127f-9a55-467e-b3ee-8a7e18dc9bbc
Santiago D,6,CI,148144976,alert-4405835/5a062cf5-91fa-4a51-8e63-52dd8f055dba,False,352,1748899901000,8,False,1,3,2,0,156462996,POLICE,5a062cf5-91fa-4a51-8e63-52dd8f055dba
Santiago B,3,CI,151551434,alert-4416110/254bfd73-04c0-46f4-b821-b29a9f0b0017,False,353,1748900184000,5,False,1,3,1,0,151551433,JAM,254bfd73-04c0-46f4-b821-b29a9f0b0017
Estación Central C,3,CI,163408166,alert-4488533/59add653-0082-49fa-a83a-1e06f995e9b8,False,163,1748899737000,5,False,1,1,2,0,112296686,JAM,59add653-0082-49fa-a83a-1e06f995e9b8
Santiago A,10,CI,153055714,alert-1711408566/f0e03b98-4631-4bd2-bb36-50afee83555a,False,255,1745326800000,10,False,1,0,2,0,153055716,HAZARD,f0e03b98-4631-4bd2-bb36-50afee83555a
Santiago D,10,CI,310621112,alert-4503281/52afa0a8-3924-4b40-86b2-b97825a2fb00,False,168,1748900031000,10,False,1,2,2,0,151144500,HAZARD,52afa0a8-3924-4b40-86b2-b97825a2fb00
Santiago C,2,CI,259247362,alert-4454772/af380374-f4af-4ae8-9a6b-52c19896fa71,False,73,1748900082000,8,False,9,3,2,0,220656763,POLICE,af380374-f4af-4ae8-9a6b-52c19896fa71
Providencia B,2,CI,214489233,alert-4498181/b00f05c9-34ca-49da-8e5a-43974db9157c,False,255,1748899670000,5,False,1,5,2,0,212157766,JAM,b00f05c9-34ca-49da-8e5a-43974db9157c
Estación Central A,8,CI,187411830,alert-4474153/76d67171-3401-4100-833f-fcab47720fb3,False,168,1748899889000,5,False,1,0,2,0,175176618,JAM,76d67171-3401-4100-833f-fcab47720fb3
Estación Central B,13,CI,155675703,alert-4189119/12dd6e2b-5441-4d7c-b90a-89f2e55aa7b1,False,183,1748895850000,10,False,1,0,2,0,155675744,POLICE,12dd6e2b-5441-4d7c-b90a-89f2e55aa7b1
Santiago C,4,CI,155415185,alert-4468214/0ccfae5d-f023-4adb-884e-1c5fca32d259,True,56,1748899403000,7,False,397,2,3,0,242572479,JAM,0ccfae5d-f023-4adb-884e-1c5fca32d259
Santiago C,8,CI,156780730,alert-4394562/05484a44-e38d-42d5-8a91-001b05418c28,False,281,1748899196000,10,False,11,2,2,0,153038358,CHIT_CHAT,05484a44-e38d-42d5-8a91-001b05418c28
Providencia C,6,CI,148054544,alert-4430259/7e930800-eea1-4a06-939a-efbf6ae38ee5,False,258,1748899904000,5,False,1,0,2,0,154021846,JAM,7e930800-eea1-4a06-939a-efbf6ae38ee5
Santiago B,4,CI,125002245,alert-4458438/3c245132-7951-4329-8113-af3cb77cb99e,False,165,1748899430000,8,False,1,1,2,0,125002282,JAM,3c245132-7951-4329-8113-af3cb77cb99e
Santiago B,11,CI,244631037,alert-260962229/3c5ff6fa-d16e-4253-8b46-03c023c13984,False,359,1748740358000,10,False,11,2,2,0,148144839,HAZARD,3c5ff6fa-d16e-4253-8b46-03c023c13984
Estación Central B,11,CI,156465578,alert-4450704/37981c67-5612-48d5-a2e6-42891de666bf,False,87,1748900302000,10,False,1,4,2,0,252440008,HAZARD,37981c67-5612-48d5-a2e6-42891de666bf
Santiago D,9,CI,151551314,alert-4356006/c29ed6fa-7654-46c2-8b2e-2140daf24cf7,False,359,1748899354000,7,False,1,0,2,0,244709657,POLICE,c29ed6fa-7654-46c2-8b2e-2140daf24cf7
Santiago A,12,CI,335619001,alert-1711273067/6167c372-ba69-4756-aa0c-48f02abed3df,False,73,1745326800000,10,False,1,0,2,0,148144929,HAZARD,6167c372-ba69-4756-aa0c-48f02abed3df
Estación Central D,4,CI,155701326,alert-4438890/52116c69-9449-4dc6-ba25-79d3b7c525b6,False,86,1748899287000,5,False,1,1,2,0,154141476,HAZARD,52116c69-9449-4dc6-ba25-79d3b7c525b6
Santiago A,2,CI,153053974,alert-4360061/2f7676b0-daeb-4427-9b8c-23d9b106651d,False,170,1748898963000,6,False,10,3,2,0,153494002,JAM,2f7676b0-daeb-4427-9b8c-23d9b106651d
Santiago A,3,CI,200531686,alert-4419512/e52bb656-e35f-4c35-ab54-cbf2807d6c7e,True,105,1748899448000,5,False,1,3,3,0,155415185,JAM,e52bb656-e35f-4c35-ab54-cbf2807d6c7e
Santiago D,6,CI,111995012,alert-3993981/0e625edc-c799-4b34-95af-8c47d30867c3,False,3,1748892544000,10,False,1,1,2,0,111995017,HAZARD,0e625edc-c799-4b34-95af-8c47d30867c3
Santiago D,9,CI,272896090,alert-1710860856/2aeb7b04-f80c-4156-871b-0bc4b88275ae,False,79,1745326800000,10,False,1,0,2,0,151144289,HAZARD,2aeb7b04-f80c-4156-871b-0bc4b88275ae
Santiago A,7,CI,148144839,alert-1711698248/c9289721-f4bc-4730-a149-2e563af522c7,False,255,1745326800000,10,False,1,0,2,0,148144976,HAZARD,c9289721-f4bc-4730-a149-2e563af522c7
Santiago B,9,CI,244631037,alert-260962229/3c5ff6fa-d16e-4253-8b46-03c023c13984,False,359,1748740358000,10,False,11,2,2,0,148144839,HAZARD,3c5ff6fa-d16e-4253-8b46-03c023c13984
Santiago C,1,CI,153054376,alert-4351714/49be46e9-aceb-4dc4-a906-c7a16fe3a906,False,353,1748899616000,5,False,1,3,2,0,209013245,JAM,49be46e9-aceb-4dc4-a906-c7a16fe3a906
Santiago D,10,CI,218604559,alert-4424611/74474b2a-0e76-4110-a027-125bbaebd825,False,256,1748899483000,7,False,51,2,2,0,153055714,POLICE,74474b2a-0e76-4110-a027-125bbaebd825
Santiago C,6,CI,156780730,alert-4438428/e41522f6-3e85-4b90-a183-651272f0a4d6,False,281,1748899060000,9,False,1,3,2,0,153038358,POLICE,e41522f6-3e85-4b90-a183-651272f0a4d6
Santiago A,9,CI,151144556,alert-4503850/8e14b3f1-9374-4796-9c48-dac54082f0ab,False,169,1748900359000,8,False,1,0,2,0,151144557,POLICE,8e14b3f1-9374-4796-9c48-dac54082f0ab
Santiago C,4,CI,212019045,alert-4445708/c2bff227-beb2-4ca0-be60-143d0a8fb377,True,285,1748900269000,6,False,1,2,3,0,212018309,JAM,c2bff227-beb2-4ca0-be60-143d0a8fb377
Estación Central C,7,CI,317398374,alert-4376137/f90a1e8f-549b-46f8-8212-043968d3a68f,False,164,1748899677000,10,False,1,0,1,0,317398375,POLICE,f90a1e8f-549b-46f8-8212-043968d3a68f
Santiago D,9,CI,212957545,alert-4420969/c7e8b652-be89-4cda-8e4e-aadbfd8fa79f,False,73,1748900204000,8,False,50,2,2,0,259247362,POLICE,c7e8b652-be89-4cda-8e4e-aadbfd8fa79f
Santiago B,13,CI,217253882,alert-4463214/d9986ae0-b378-4d7d-9ec5-a5ba03a55374,False,229,1748899369000,10,False,1,2,2,0,111488088,HAZARD,d9986ae0-b378-4d7d-9ec5-a5ba03a55374
Santiago C,4,CI,148434581,alert-4399746/454968f7-1083-4a28-ae4a-ed2ecbe75dae,False,175,1748899318000,5,False,10,1,2,0,111738328,JAM,454968f7-1083-4a28-ae4a-ed2ecbe75dae
Estación Central B,5,CI,187411830,alert-4474153/76d67171-3401-4100-833f-fcab47720fb3,False,168,1748899889000,5,False,1,0,2,0,175176618,JAM,76d67171-3401-4100-833f-fcab47720fb3
Santiago C,10,CI,153778258,alert-4453466/d1a657e4-9daf-43b4-ace4-85a649359ed5,False,183,1748899364000,10,False,1,1,2,0,153778278,POLICE,d1a657e4-9daf-43b4-ace4-85a649359ed5
Santiago C,6,CI,148293531,alert-1711105534/74df90e8-077f-4693-9a6a-c081f6afbc01,False,75,1745326800000,10,False,1,0,2,0,148144948,HAZARD,74df90e8-077f-4693-9a6a-c081f6afbc01
Santiago A,13,CI,148293505,alert-1711865782/e0dfff30-0b3c-49e4-b065-b4fbb28f1c7d,False,253,1745326800000,10,False,1,0,2,0,272896022,HAZARD,e0dfff30-0b3c-49e4-b065-b4fbb28f1c7d
Santiago A,3,CI,266735268,alert-4355632/52aa90d6-08b8-4d78-a799-74874a16e229,False,77,1748899169000,10,False,1,3,2,0,153168190,JAM,52aa90d6-08b8-4d78-a799-74874a16e229
Santiago D,8,CI,220360869,alert-4489731/7e053891-8985-4181-beb2-3169ea4541b1,False,95,1748900371000,5,False,1,0,2,0,220360870,JAM,7e053891-8985-4181-beb2-3169ea4541b1
Santiago C,14,CI,236032265,alert-1711099060/cb784c57-1482-4a7e-bbf4-7475590e0956,False,76,1745326800000,10,False,1,0,2,0,125002234,HAZARD,cb784c57-1482-4a7e-bbf4-7475590e0956
Estación Central D,4,CI,112296686,alert-4424973/db556eae-848e-42da-917e-2157f663c64f,False,158,1748899649000,8,False,1,1,2,0,112296676,JAM,db556eae-848e-42da-917e-2157f663c64f
Santiago A,13,CI,214840412,alert-1711830529/5b6f0c4a-4ad6-4d24-aa55-623b31a40341,False,253,1745326800000,10,False,1,0,2,0,148293505,HAZARD,5b6f0c4a-4ad6-4d24-aa55-623b31a40341
Santiago D,10,CI,153778278,alert-4361178/17e0faa7-c0e4-4b5c-bf44-f8d259422f86,False,182,1748899527000,7,False,1,1,2,0,214176761,CHIT_CHAT,17e0faa7-c0e4-4b5c-bf44-f8d259422f86
Providencia A,11,CI,248603377,alert-13854189/bd330d2c-c7d3-467d-bd99-3ab4e122c900,False,75,1746454792000,10,False,0,5,1,0,153201919,ROAD_CLOSED,bd330d2c-c7d3-467d-bd99-3ab4e122c900
Santiago B,4,CI,154279434,alert-4445092/3202f521-a336-4425-9499-f2a2a91e132e,False,174,1748899945000,5,False,1,3,2,0,154279436,JAM,3202f521-a336-4425-9499-f2a2a91e132e
Santiago B,10,CI,148144839,alert-1711658834/c3fb744e-a92a-4b28-b37e-bd761e345667,False,255,1745326800000,10,False,1,0,2,0,148144976,HAZARD,c3fb744e-a92a-4b28-b37e-bd761e345667
Santiago D,14,CI,111995012,alert-3993981/0e625edc-c799-4b34-95af-8c47d30867c3,False,3,1748892544000,10,False,1,1,2,0,111995017,HAZARD,0e625edc-c799-4b34-95af-8c47d30867c3
Santiago D,7,CI,214840412,alert-1711830529/5b6f0c4a-4ad6-4d24-aa55-623b31a40341,False,253,1745326800000,10,False,1,0,2,0,148293505,HAZARD,5b6f0c4a-4ad6-4d24-aa55-623b31a40341
Santiago D,11,CI,154258005,alert-3645071/4d7fc63e-4534-4dae-850c-8188fed58083,False,238,1748887378000,10,False,1,2,1,0,156267798,HAZARD,4d7fc63e-4534-4dae-850c-8188fed58083
Estación Central A,11,CI,155693468,alert-4282824/27aaf681-1aa3-4f7e-8e0f-009b9e0cbec0,False,278,1748896518000,10,False,5,2,1,0,155693465,HAZARD,27aaf681-1aa3-4f7e-8e0f-009b9e0cbec0
Santiago C,9,CI,148293531,alert-1711105534/74df90e8-077f-4693-9a6a-c081f6afbc01,False,75,1745326800000,10,False,1,0,2,0,148144948,HAZARD,74df90e8-077f-4693-9a6a-c081f6afbc01
Santiago B,8,CI,209013245,alert-4410665/4119af5e-ef36-493f-a188-020b309032b5,False,359,1748899931000,5,False,1,3,2,0,148088355,JAM,4119af5e-ef36-493f-a188-020b309032b5
Santiago B,10,CI,223322771,alert-4427705/84d65308-72c8-4bf8-9008-a31f7415b067,False,79,1748898647000,9,False,1,2,2,0,209030318,CHIT_CHAT,84d65308-72c8-4bf8-9008-a31f7415b067
Santiago A,13,CI,272896019,alert-1712121704/b6aa00ef-1bff-4e32-95eb-1482722fc22b,False,253,1745326800000,10,False,1,0,2,0,272896024,HAZARD,b6aa00ef-1bff-4e32-95eb-1482722fc22b
Santiago A,10,CI,151144662,alert-1710911230/d5e1f833-6fc2-479d-9ecb-e7ea457b37c1,False,74,1745326800000,10,False,1,0,2,0,148293474,HAZARD,d5e1f833-6fc2-479d-9ecb-e7ea457b37c1
Estación Central B,10,CI,163488399,alert-4377877/1b39c582-6c91-4386-8772-64759cc77d91,False,249,1748898126000,9,False,1,1,1,0,163488397,POLICE,1b39c582-6c91-4386-8772-64759cc77d91
Santiago A,10,CI,151144556,alert-4503850/8e14b3f1-9374-4796-9c48-dac54082f0ab,False,169,1748900359000,7,False,1,0,2,0,151144557,POLICE,8e14b3f1-9374-4796-9c48-dac54082f0ab
Santiago D,2,CI,215203335,alert-4450292/a35c4c26-38ff-4366-b1e4-65ecb0a31785,False,261,1748900080000,5,False,51,0,2,0,155732137,JAM,a35c4c26-38ff-4366-b1e4-65ecb0a31785
Santiago A,10,CI,217253882,alert-4463214/d9986ae0-b378-4d7d-9ec5-a5ba03a55374,False,229,1748899369000,10,False,1,2,2,0,111488088,HAZARD,d9986ae0-b378-4d7d-9ec5-a5ba03a55374
Santiago C,4,CI,248675864,alert-4532848/4b4a9a10-eb0d-4ecc-9e84-e76fae22abfc,False,75,1748900396000,5,False,59,3,2,0,153168489,JAM,4b4a9a10-eb0d-4ecc-9e84-e76fae22abfc
Santiago B,14,CI,230283912,alert-1711796064/a5779c6b-5b87-4873-8290-cdd66c944bb2,False,253,1745326800000,10,False,1,0,2,0,214840412,HAZARD,a5779c6b-5b87-4873-8290-cdd66c944bb2
Estación Central B,1,CI,155701326,alert-4438890/52116c69-9449-4dc6-ba25-79d3b7c525b6,False,86,1748899287000,5,False,1,1,2,0,154141476,HAZARD,52116c69-9449-4dc6-ba25-79d3b7c525b6
Santiago D,11,CI,272896025,alert-1712055048/56dc3163-fcc5-4818-b1bc-9f856c91ab9b,False,253,1745326800000,10,False,1,0,2,0,155731500,HAZARD,56dc3163-fcc5-4818-b1bc-9f856c91ab9b
Santiago C,6,CI,231938239,alert-4532962/c9300491-249f-4ae5-92dd-3773d641ec08,False,254,1748900453000,5,False,11,3,2,0,218604559,HAZARD,c9300491-249f-4ae5-92dd-3773d641ec08
Santiago B,10,CI,148293505,alert-1711934256/16930b64-0095-4644-8483-1401f112b65b,False,253,1745326800000,10,False,1,0,2,0,272896022,HAZARD,16930b64-0095-4644-8483-1401f112b65b
Santiago D,11,CI,153055716,alert-1711400617/c662cbd0-719e-45d2-9687-294671831b60,False,255,1745326800000,10,False,1,0,2,0,148144911,HAZARD,c662cbd0-719e-45d2-9687-294671831b60
Estación Central D,5,CI,173734263,alert-4447890/6009bd92-5dd2-4d5a-98bd-6dcf9b779ef1,False,62,1748898863000,10,False,978,2,1,0,173734493,POLICE,6009bd92-5dd2-4d5a-98bd-6dcf9b779ef1
Santiago A,1,CI,153053889,alert-4527950/d5570872-a438-4d41-96b9-8482b82141d8,False,160,1748900363000,5,False,51,4,2,0,220569531,JAM,d5570872-a438-4d41-96b9-8482b82141d8
Santiago C,2,CI,148294328,alert-4542719/14afb285-1f68-4d45-a2e1-639fff5bfbd4,False,168,1748900468000,7,False,1,0,2,0,185878892,POLICE,14afb285-1f68-4d45-a2e1-639fff5bfbd4
Santiago B,5,CI,112284607,alert-4453478/36227298-9d21-4f5b-9b76-ccab13963d1c,False,3,1748899368000,5,False,1,3,2,0,112283726,JAM,36227298-9d21-4f5b-9b76-ccab13963d1c
Estación Central D,10,CI,186902184,alert-4343807/936a0506-432f-4ebc-b813-f97cb3136c36,False,254,1748898075000,10,False,1,3,2,0,186902187,HAZARD,936a0506-432f-4ebc-b813-f97cb3136c36
Quinta Normal A,1,CI,156950544,alert-249241593/b0ed0f47-5f4c-460f-a9d6-971a1b000baa,False,359,1748607549000,6,False,1,0,1,0,156950161,HAZARD,b0ed0f47-5f4c-460f-a9d6-971a1b000baa
Santiago D,5,CI,182935016,alert-4415512/ccb4635e-05ff-4465-ba36-ea1a463cdc04,False,359,1748899879000,6,False,1,1,2,0,222007374,POLICE,ccb4635e-05ff-4465-ba36-ea1a463cdc04
Providencia D,5,CI,214158780,alert-4454005/5a3ee648-f3d1-41df-a967-96282eaa167f,False,249,1748899655000,7,False,1,5,2,0,214489233,JAM,5a3ee648-f3d1-41df-a967-96282eaa167f
Providencia A,6,CI,285439864,alert-4387345/3885127f-9a55-467e-b3ee-8a7e18dc9bbc,False,247,1748900367000,5,False,1,3,2,0,125056726,JAM,3885127f-9a55-467e-b3ee-8a7e18dc9bbc
Santiago C,11,CI,236032265,alert-1711099060/cb784c57-1482-4a7e-bbf4-7475590e0956,False,76,1745326800000,10,False,1,0,2,0,125002234,HAZARD,cb784c57-1482-4a7e-bbf4-7475590e0956
Estación Central B,4,CI,263809562,alert-4344513/7d690261-3b96-447d-aa09-052b343e4b36,False,174,1748898383000,9,False,1,0,1,0,263809563,POLICE,7d690261-3b96-447d-aa09-052b343e4b36
Providencia B,10,CI,285439865,alert-44691439/f12cf1a7-0f72-4250-8f01-fc437ccdb3fd,False,253,1746723876000,9,False,0,5,2,0,156615375,ROAD_CLOSED,f12cf1a7-0f72-4250-8f01-fc437ccdb3fd
Santiago A,11,CI,148144911,alert-1711616612/98012b46-05f3-4315-9468-c8c4ba2b8fb1,False,256,1745326800000,10,False,1,0,2,0,335619002,HAZARD,98012b46-05f3-4315-9468-c8c4ba2b8fb1
Santiago C,9,CI,230283912,alert-1711931585/cc3e4b7d-d417-4eb4-851a-05db0942d925,False,253,1745326800000,10,False,1,0,2,0,214840412,HAZARD,cc3e4b7d-d417-4eb4-851a-05db0942d925
Santiago A,8,CI,148144976,alert-4405835/5a062cf5-91fa-4a51-8e63-52dd8f055dba,False,352,1748899901000,8,False,1,3,2,0,156462996,POLICE,5a062cf5-91fa-4a51-8e63-52dd8f055dba
Santiago A,6,CI,151926454,alert-4336367/643ae043-ab78-490a-a101-bbd5511a037e,False,170,1748899115000,8,False,1,3,1,0,153168129,JAM,643ae043-ab78-490a-a101-bbd5511a037e
Santiago A,8,CI,151926454,alert-4336367/643ae043-ab78-490a-a101-bbd5511a037e,False,170,1748899115000,8,False,1,3,1,0,153168129,JAM,643ae043-ab78-490a-a101-bbd5511a037e
Santiago D,10,CI,148144839,alert-1711698248/c9289721-f4bc-4730-a149-2e563af522c7,False,255,1745326800000,10,False,1,0,2,0,148144976,HAZARD,c9289721-f4bc-4730-a149-2e563af522c7
Santiago C,3,CI,181099702,alert-4339498/c35190b3-6fc5-41b6-bf27-b26ac1ae7c68,False,166,1748898367000,9,False,1,0,2,0,181099703,JAM,c35190b3-6fc5-41b6-bf27-b26ac1ae7c68
Santiago A,6,CI,153486318,alert-240797191/376fcb3d-f1a4-4c2f-956f-380cef6e11d5,False,359,1748526109000,10,False,1,4,2,0,153486353,HAZARD,376fcb3d-f1a4-4c2f-956f-380cef6e11d5
Providencia B,5,CI,154022011,alert-4367572/5768680e-7b5c-44e5-aa85-df1dbbcfb372,False,347,1748900319000,5,False,10,2,2,0,148398488,JAM,5768680e-7b5c-44e5-aa85-df1dbbcfb372
Santiago B,8,CI,148144948,alert-1711106087/1afd8339-4109-4f1b-979a-0ebb0730abcf,False,73,1745326800000,10,False,1,0,2,0,148144856,HAZARD,1afd8339-4109-4f1b-979a-0ebb0730abcf
Santiago C,8,CI,320216350,alert-4297012/e2627617-b937-4b78-86d5-3ad53d56ffc8,False,72,1748898809000,6,False,50,2,2,0,182935016,JAM,e2627617-b937-4b78-86d5-3ad53d56ffc8
